Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Brown Slime Block
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Black Slime Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Corrupted Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Checkered Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - White Elevator
appliedenergistics2:facade:0, Cable Facade - Orange Elevator
appliedenergistics2:facade:0, Cable Facade - Magenta Elevator
appliedenergistics2:facade:0, Cable Facade - Light Blue Elevator
appliedenergistics2:facade:0, Cable Facade - Yellow Elevator
appliedenergistics2:facade:0, Cable Facade - Lime Elevator
appliedenergistics2:facade:0, Cable Facade - Pink Elevator
appliedenergistics2:facade:0, Cable Facade - Gray Elevator
appliedenergistics2:facade:0, Cable Facade - Light Gray Elevator
appliedenergistics2:facade:0, Cable Facade - Cyan Elevator
appliedenergistics2:facade:0, Cable Facade - Purple Elevator
appliedenergistics2:facade:0, Cable Facade - Blue Elevator
appliedenergistics2:facade:0, Cable Facade - Brown Elevator
appliedenergistics2:facade:0, Cable Facade - Green Elevator
appliedenergistics2:facade:0, Cable Facade - Red Elevator
appliedenergistics2:facade:0, Cable Facade - Black Elevator
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Cable Facade - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wired Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Industrial Insulation
appliedenergistics2:facade:0, Cable Facade - Confusion Charge
appliedenergistics2:facade:0, Cable Facade - Concussion Charge
appliedenergistics2:facade:0, Cable Facade - Ender Charge
appliedenergistics2:facade:0, Cable Facade - Crude Steel Block
appliedenergistics2:facade:0, Cable Facade - Wireless Charging Antenna Extension
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - tile.extra_trim.name
appliedenergistics2:facade:0, Cable Facade - Soul Stone
appliedenergistics2:facade:0, Cable Facade - Stygian Iron Block
appliedenergistics2:facade:0, Cable Facade - Stygian Iron Ore
appliedenergistics2:facade:0, Cable Facade - Cactus Plank
appliedenergistics2:facade:0, Cable Facade - tile.structurize.blockSolidSubstitution.name
appliedenergistics2:facade:0, Cable Facade - Placeholderblock
appliedenergistics2:facade:0, Cable Facade - Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - BarracksTower Placeholder
appliedenergistics2:facade:0, Cable Facade - Waypoint placeholder
appliedenergistics2:facade:0, Cable Facade - Litherite
appliedenergistics2:facade:0, Cable Facade - Litherite Paver
appliedenergistics2:facade:0, Cable Facade - Litherite Bricks
appliedenergistics2:facade:0, Cable Facade - Litherite Tiles
appliedenergistics2:facade:0, Cable Facade - Erodium
appliedenergistics2:facade:0, Cable Facade - Erodium Paver
appliedenergistics2:facade:0, Cable Facade - Erodium Bricks
appliedenergistics2:facade:0, Cable Facade - Erodium Tiles
appliedenergistics2:facade:0, Cable Facade - Kyronite
appliedenergistics2:facade:0, Cable Facade - Kyronite Paver
appliedenergistics2:facade:0, Cable Facade - Kyronite Bricks
